     -6.00000000e+00      4.75879944e-05
     -5.76000000e+00      2.51216359e-04
     -5.52000000e+00      6.89247697e-04
     -5.28000000e+00      1.53208448e-03
     -5.04000000e+00      3.02418968e-03
     -4.80000000e+00      5.53694112e-03
     -4.56000000e+00      9.54481442e-03
     -4.32000000e+00      1.56367878e-02
     -4.08000000e+00      2.44332090e-02
     -3.84000000e+00      3.65133602e-02
     -3.60000000e+00      5.22479009e-02
     -3.36000000e+00      7.16665823e-02
     -3.12000000e+00      9.42914444e-02
     -2.88000000e+00      1.19091260e-01
     -2.64000000e+00      1.44495357e-01
     -2.40000000e+00      1.68591187e-01
     -2.16000000e+00      1.89387174e-01
     -1.92000000e+00      2.05177611e-01
     -1.68000000e+00      2.14829465e-01
     -1.44000000e+00      2.17991120e-01
     -1.20000000e+00      2.15092516e-01
     -9.60000000e-01      2.07217970e-01
     -7.20000000e-01      1.95843797e-01
     -4.80000000e-01      1.82581244e-01
     -2.40000000e-01      1.68932471e-01
      0.00000000e+00      1.56133236e-01
      2.40000000e-01      1.45032854e-01
      4.80000000e-01      1.36040725e-01
      7.20000000e-01      1.29103151e-01
      9.60000000e-01      1.23758332e-01
      1.20000000e+00      1.19242535e-01
      1.44000000e+00      1.14670915e-01
      1.68000000e+00      1.09222542e-01
      1.92000000e+00      1.02321754e-01
      2.16000000e+00      9.37335308e-02
      2.40000000e+00      8.35960303e-02
      2.64000000e+00      7.23465260e-02
      2.88000000e+00      6.06184619e-02
      3.12000000e+00      4.90894489e-02
      3.36000000e+00      3.83741165e-02
      3.60000000e+00      2.89217393e-02
      3.84000000e+00      2.09949669e-02
      4.08000000e+00      1.46563012e-02
      4.32000000e+00      9.82275391e-03
      4.56000000e+00      6.29810307e-03
      4.80000000e+00      3.84571164e-03
      5.04000000e+00      2.21202609e-03
      5.28000000e+00      1.17848775e-03
      5.52000000e+00      5.54997259e-04
      5.76000000e+00      2.10091769e-04
      6.00000000e+00      4.07914729e-05
