     -6.00000000e+00      2.45156202e-10
     -5.76000000e+00      1.60814937e-09
     -5.52000000e+00      6.10898304e-09
     -5.28000000e+00      2.03227007e-08
     -5.04000000e+00      6.29792337e-08
     -4.80000000e+00      1.86760745e-07
     -4.56000000e+00      5.31731487e-07
     -4.32000000e+00      1.45840444e-06
     -4.08000000e+00      3.85099959e-06
     -3.84000000e+00      9.79228728e-06
     -3.60000000e+00      2.39521531e-05
     -3.36000000e+00      5.63108371e-05
     -3.12000000e+00      1.27039375e-04
     -2.88000000e+00      2.74577666e-04
     -2.64000000e+00      5.67359639e-04
     -2.40000000e+00      1.11842578e-03
     -2.16000000e+00      2.09887234e-03
     -1.92000000e+00      3.74309437e-03
     -1.68000000e+00      6.33550282e-03
     -1.44000000e+00      1.01722761e-02
     -1.20000000e+00      1.54985867e-02
     -9.60000000e-01      2.24381640e-02
     -7.20000000e-01      3.09372568e-02
     -4.80000000e-01      4.07487368e-02
     -2.40000000e-01      5.14575226e-02
      0.00000000e+00      6.25389029e-02
      2.40000000e-01      7.34153326e-02
      4.80000000e-01      8.35016599e-02
      7.20000000e-01      9.22227720e-02
      9.60000000e-01      9.90335986e-02
      1.20000000e+00      1.03440469e-01
      1.44000000e+00      1.05056982e-01
      1.68000000e+00      1.03660935e-01
      1.92000000e+00      9.92644604e-02
      2.16000000e+00      9.21368394e-02
      2.40000000e+00      8.28035449e-02
      2.64000000e+00      7.19724884e-02
      2.88000000e+00      6.04504132e-02
      3.12000000e+00      4.90175058e-02
      3.36000000e+00      3.83447311e-02
      3.60000000e+00      2.89102777e-02
      3.84000000e+00      2.09906926e-02
      4.08000000e+00      1.46547767e-02
      4.32000000e+00      9.82223325e-03
      4.56000000e+00      6.29793292e-03
      4.80000000e+00      3.84565833e-03
      5.04000000e+00      2.21201015e-03
      5.28000000e+00      1.17848319e-03
      5.52000000e+00      5.54996047e-04
      5.76000000e+00      2.10091482e-04
      6.00000000e+00      4.07914330e-05
